overview:
S_D_p:79.164
S_D_r:65.827
S_D_f1:71.882
S_C_p:70.548
S_C_r:58.663
S_C_f1:64.059
C_D_p:82.999
C_D_r:67.009
C_D_f1:74.152
C_C_p:73.591
C_C_r:59.415
C_C_f1:65.748

bad cases:
原始: 俄媒体称乌反对派狙击手射杀警察，俄总理发脸书称不会与篡权者合作，67.5万乌克兰公民拥入俄境内，克里米亚3000余乌克兰驻军被指已经缴械
正确: 俄媒体称乌反对派狙击手射杀警察，俄总理发脸书称不会与篡权者合作，67.5万乌克兰公民【涌】入俄境内，克里米亚3000余乌克兰驻军被指已经缴械
预测: 俄媒体称乌反对派狙击手射杀警察，俄总理发脸书称不会与篡权者合作，67.5万乌克兰公民【拥】入俄境内，克里米亚3000余乌克兰驻军被指已经缴械
错误类型: 漏纠

原始: 大热天身上若有汗臭味，常会令人退壁三尺
正确: 大热天身上若有汗臭味，常会令人退【避】三尺
预测: 大热天身上若有汗臭味，常会令人退【壁】三尺
错误类型: 漏纠

原始: 随着市场营销变得越来越智能，网站也能够根据用户的访问历史，来向用户推送更领他们感兴趣的广告
正确: 随着市场营销变得越来越智能，网站也能够根据用户的访问历史，来向用户推送更【令】他们感兴趣的广告
预测: 随着市场营销变得越来越智能，网站也能够根据用户的访问历史，来向用户推送更【多】他们感兴趣的广告
错误类型: 综合

原始: 小保方睛子说她制造干细胞的动物是129系小鼠，但是最新证据发现这些细胞来自不同的品系
正确: 小保方【晴】子说她制造干细胞的动物是129系小鼠，但是最新证据发现这些细胞来自不同的品系
预测: 小保方【睛】子说她制造干细胞的动物是129系小鼠，但是最新证据发现这些细胞来自不同的品系
错误类型: 漏纠

原始: 华数传媒今日发布风险提示公告，坦陈了主营业务根本性变化、盈利预测实现、未弥补亏损导致无法分红、部分业务拟向全国拓展的可行性及政策五大风险
正确: 华数传媒今日发布风险提示公告，坦【诚】了主营业务根本性变化、盈利预测实现、未弥补亏损导致无法分红、部分业务拟向全国拓展的可行性及政策五大风险
预测: 华数传媒今日发布风险提示公告，坦【示】了主营业务根本性变化、盈利预测实现、未弥补亏损导致无法分红、部分业务拟向全国拓展的可行性及政策五大风险
错误类型: 综合

原始: 中国证券网记者获悉，中联重科第一批驰援灾区的人员，已在现场开展救援工作，第二批川西保障中心紧急调拨车辆，前往地震灾区，第三批已在雅西高速路上，由中联重科工起川西保障中心总经理邓敏带队一批吊车服务车辆正赶往灾区
正确: 中国证券网记者获悉，中联重科第一批驰援灾区的人员，已在现场开展救援工作，第二批川西保障中心紧急调拨车辆，前往地震灾区，第三批已在雅西高速路上，由中联重科工【去】川西保障中心总经理邓敏带队一批吊车服务车辆正赶往灾区
预测: 中国证券网记者获悉，中联重科第一批驰援灾区的人员，已在现场开展救援工作，第二批川西保障中心紧急调拨车辆，前往地震灾区，第三批已在雅西高速路上，由中联重科工【程】川西保障中心总经理邓敏带队一批吊车服务车辆正赶往灾区
错误类型: 综合

原始: 夜晚，圣诞树上五光十色的灯饰让人眼前一亮，成为一道炫丽的美景
正确: 夜晚，圣诞树上五光十色的灯饰让人眼前一亮，成为一道【绚】丽的美景
预测: 夜晚，圣诞树上五光十色的灯饰让人眼前一亮，成为一道【炫】丽的美景
错误类型: 漏纠

原始: 在市场走势和预期不断正强化的逻辑下，投资者对利空因素趋于冷谈的处理，对利多因素善于乐观的判断，在3月之前，A股不会出现大幅的调整，风险不是很大
正确: 在市场走势和预期不断正强化的逻辑下，投资者对利空因素趋于冷【淡】的处理，对利多因素善于乐观【的】判断，在3月之前，A股不会出现大幅的调整，风险不是很大
预测: 在市场走势和预期不断正强化的逻辑下，投资者对利空因素趋于冷【谈】的处理，对利多因素善于乐观【地】判断，在3月之前，A股不会出现大幅的调整，风险不是很大
错误类型: 综合

原始: 云南省电动自行车牌证收费标准开始公示啦，每辆车施行20元人民币收费标准
正确: 云南省电动自行车牌证收费标准开始公示啦，每辆车【实】行20元人民币收费标准
预测: 云南省电动自行车牌证收费标准开始公示啦，每辆车【施】行20元人民币收费标准
错误类型: 漏纠

原始: 昨日下午马云在其来往账号上发文表示，足球运动反映出人们对英雄和团队作用的看法，中国文化是很难有活着的英雄的，“我们是很难有我们的梅西，C罗，马拉多那……的
正确: 昨日下午马云在其来往账号上发文表示，足球运动反映出人们对英雄和团队作用的看法，中国文化是很难有活着的英雄的，“我们是很难有我们的梅西，C罗，马拉多【那】……的
预测: 昨日下午马云在其来往账号上发文表示，足球运动反映出人们对英雄和团队作用的看法，中国文化是很难有活着的英雄的，“我们是很难有我们的梅西，C罗，马拉多【纳】……的
错误类型: 过纠

原始: 李克强就惨假羊肉和毒生姜问题提出要求：这些事情，虽然只是局部的、苗头性的问题，但影响恶劣，危害很大，一定要高度重视、严格监管，严厉打击，重拳方有效、重典才治乱，决不能再出现奶粉那样的信任危机，要让老百姓对中国食品有信心
正确: 李克强就【掺】假羊肉和毒生姜问题提出要求：这些事情，虽然只是局部的、苗头性的问题，但影响恶劣，危害很大，一定要高度重视、严格监管，严厉打击，重拳方有效、重典才治乱，决不能再出现奶粉那样的信任危机，要让老百姓对中国食品有信心
预测: 李克强就【售】假羊肉和毒生姜问题提出要求：这些事情，虽然只是局部的、苗头性的问题，但影响恶劣，危害很大，一定要高度重视、严格监管，严厉打击，重拳方有效、重典才治乱，决不能再出现奶粉那样的信任危机，要让老百姓对中国食品有信心
错误类型: 综合

原始: 针对事主公布事件过程的监控录像和顺手机者的部分个人信息，有网友认为涉嫌网络暴力，丢手机的李先生回应称，此举只为敦促女子尽快归还手机
正确: 针对事主公布事件过程的监控录像和【顺】手机者的部分个人信息，有网友认为涉嫌网络暴力，丢手机的李先生回应称，此举只为敦促女子尽快归还手机
预测: 针对事主公布事件过程的监控录像和【丢】手机者的部分个人信息，有网友认为涉嫌网络暴力，丢手机的李先生回应称，此举只为敦促女子尽快归还手机
错误类型: 过纠

原始: 有传言称斯图里奇与利物浦的合同了可能包含了一条保证他肯定踢中锋的条款
正确: 有传言称斯图里奇与利物浦的合同【里】可能包含了一条保证他肯定踢中锋的条款
预测: 有传言称斯图里奇与利物浦的合同【中】可能包含了一条保证他肯定踢中锋的条款
错误类型: 综合

原始: 高耸入云端披着金色霞光的雪峰，高原上撒开的是那一抹抹比天空还要湛蓝的湖水，点缀期间的是牛羊和唱着藏歌的牧民.....阿里，于是我们出发了…>>>
正确: 高耸入云端披着金色霞光的雪峰，高原上撒开的是那一抹抹比天空还要湛蓝的湖水，点缀【期】间的是牛羊和唱着藏歌的牧民.....阿里，于是我们出发了…>>>
预测: 高耸入云端披着金色霞光的雪峰，高原上撒开的是那一抹抹比天空还要湛蓝的湖水，点缀【其】间的是牛羊和唱着藏歌的牧民.....阿里，于是我们出发了…>>>
错误类型: 过纠

原始: 另外，剩菜中还含有大量的细菌微生物，这些真菌和食物一起产生大量的亚硝酸盐和肿胺，侵害胃黏膜，就容易引发胃溃疡，甚至可能转变为胃癌
正确: 另外，剩菜中还含有大量的细菌微生物，这些真菌和食物一起产生大量的亚硝酸盐和【仲】胺，侵害胃黏膜，就容易引发胃溃疡，甚至可能转变为胃癌
预测: 另外，剩菜中还含有大量的细菌微生物，这些真菌和食物一起产生大量的亚硝酸盐和【肿】胺，侵害胃黏膜，就容易引发胃溃疡，甚至可能转变为胃癌
错误类型: 漏纠

原始: 背靠腾讯这棵大树，易迅去年的打法给人留下了深刻印象，“发明”了一系列电商新词：“闪电送”、“一日三送”、“买就赔”、“贵就赔”、“假就赔”……最让人震精的还是在某些3C商品的标价下面写“每台比东哥便宜XX钱”，这种指向十分明显的话语不言而喻
正确: 背靠腾讯这棵大树，易迅去年的打法给人留下了深刻印象，“发明”了一系列电商新词：“闪电送”、“一日三送”、“买就赔”、“贵就赔”、“假就赔”……最让人震【惊】的还是在某些3C商品的标价下面写“每台比东哥便宜XX钱”，这种指向十分明显的话语不言而喻
预测: 背靠腾讯这棵大树，易迅去年的打法给人留下了深刻印象，“发明”了一系列电商新词：“闪电送”、“一日三送”、“买就赔”、“贵就赔”、“假就赔”……最让人震【撼】的还是在某些3C商品的标价下面写“每台比东哥便宜XX钱”，这种指向十分明显的话语不言而喻
错误类型: 综合

原始: 就目前了解到情况来看，哈佛H2的配置并不算低，标配日间行车灯、真皮多功能方向盘、一键启动、蓝牙免提通话系统等
正确: 就目前了解到情况来看，哈【弗】H2的配置并不算低，标配日间行车灯、真皮多功能方向盘、一键启动、蓝牙免提通话系统等
